"measure_id","plot_id","year","tree_id","code_status","code_diam","dbh","h_tot","crown_h1","crown_h2","crown_h3","crown_h4","crown_r1","crown_r2","crown_r3","crown_r4","stratum"
"10Allinge63","Allinge",2010,"63Allinge","0000",1,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge64","Allinge",2010,"64Allinge","0000",1,42.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge65","Allinge",2010,"65Allinge","0000",1,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge66","Allinge",2010,"66Allinge","0000",1,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge67","Allinge",2010,"67Allinge","0000",1,33.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge68","Allinge",2010,"68Allinge","0000",1,36.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge69","Allinge",2010,"69Allinge","0000",1,43.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge70","Allinge",2010,"70Allinge","0000",1,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge71","Allinge",2010,"71Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10Allinge72","Allinge",2010,"72Allinge","9990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"10Allinge73","Allinge",2010,"73Allinge","0000",1,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge74","Allinge",2010,"74Allinge","0000",1,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge75","Allinge",2010,"75Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10Allinge76","Allinge",2010,"76Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10Allinge77","Allinge",2010,"77Allinge","0000",1,28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge78","Allinge",2010,"78Allinge","0000",1,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge79","Allinge",2010,"79Allinge","0000",1,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge80","Allinge",2010,"80Allinge","0000",1,42.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge81","Allinge",2010,"81Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10Allinge82","Allinge",2010,"82Allinge","0000",1,46.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge83","Allinge",2010,"83Allinge","0000",1,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge84","Allinge",2010,"84Allinge","0000",1,37.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge85","Allinge",2010,"85Allinge","0000",1,44.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge86","Allinge",2010,"86Allinge","0000",1,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge87","Allinge",2010,"87Allinge","0000",1,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge88","Allinge",2010,"88Allinge","0000",1,48.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge89","Allinge",2010,"89Allinge","0000",1,45.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge90","Allinge",2010,"90Allinge","0000",1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge91","Allinge",2010,"91Allinge","0000",1,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge92","Allinge",2010,"92Allinge","0000",1,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge93","Allinge",2010,"93Allinge","0000",1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge94","Allinge",2010,"94Allinge","0000",1,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge95","Allinge",2010,"95Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10Allinge96","Allinge",2010,"96Allinge","0000",1,51.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge97","Allinge",2010,"97Allinge","0000",1,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge98","Allinge",2010,"98Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10Allinge99","Allinge",2010,"99Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10Allinge100","Allinge",2010,"100Allinge","0000",1,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge101","Allinge",2010,"101Allinge","0000",1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge102","Allinge",2010,"102Allinge","0000",1,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge103","Allinge",2010,"103Allinge","0000",1,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge104","Allinge",2010,"104Allinge","0000",1,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge105","Allinge",2010,"105Allinge","0000",1,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"10Allinge106","Allinge",2010,"106Allinge","0000",1,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge107","Allinge",2010,"107Allinge","9990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge108","Allinge",2010,"108Allinge","0000",1,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"10Allinge109","Allinge",2010,"109Allinge","0000",1,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge110","Allinge",2010,"110Allinge","0000",1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge111","Allinge",2010,"111Allinge","0000",1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge112","Allinge",2010,"112Allinge","0000",1,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge113","Allinge",2010,"113Allinge","0000",1,40.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge114","Allinge",2010,"114Allinge","0000",1,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge115","Allinge",2010,"115Allinge","0000",1,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"10Allinge116","Allinge",2010,"116Allinge","0000",1,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"10Allinge117","Allinge",2010,"117Allinge","0000",1,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge118","Allinge",2010,"118Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10Allinge119","Allinge",2010,"119Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10Allinge120","Allinge",2010,"120Allinge","0000",1,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge121","Allinge",2010,"121Allinge","0000",1,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge122","Allinge",2010,"122Allinge","0000",1,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge123","Allinge",2010,"123Allinge","0000",1,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge124","Allinge",2010,"124Allinge","0000",1,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge125","Allinge",2010,"125Allinge","0000",1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge126","Allinge",2010,"126Allinge","0000",1,36.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge127","Allinge",2010,"127Allinge","0000",1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge128","Allinge",2010,"128Allinge","0000",1,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge129","Allinge",2010,"129Allinge","9990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"10Allinge130","Allinge",2010,"130Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10Allinge131","Allinge",2010,"131Allinge","0000",1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge132","Allinge",2010,"132Allinge","0000",1,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge133","Allinge",2010,"133Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10Allinge134","Allinge",2010,"134Allinge","0000",1,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge135","Allinge",2010,"135Allinge","0000",1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge136","Allinge",2010,"136Allinge","0000",1,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"10Allinge137","Allinge",2010,"137Allinge","0000",1,52.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge138","Allinge",2010,"138Allinge","0000",1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge139","Allinge",2010,"139Allinge","0000",1,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"10Allinge140","Allinge",2010,"140Allinge","0000",1,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge141","Allinge",2010,"141Allinge","0000",1,40.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge142","Allinge",2010,"142Allinge","0000",1,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge143","Allinge",2010,"143Allinge","0000",1,33.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge144","Allinge",2010,"144Allinge","0000",1,47.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge145","Allinge",2010,"145Allinge","0000",1,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge146","Allinge",2010,"146Allinge","0000",1,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge147","Allinge",2010,"147Allinge","0000",1,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge148","Allinge",2010,"148Allinge","0000",1,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge149","Allinge",2010,"149Allinge","0000",1,73.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge150","Allinge",2010,"150Allinge","0000",1,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge151","Allinge",2010,"151Allinge","0000",1,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge152","Allinge",2010,"152Allinge","0000",1,49.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge153","Allinge",2010,"153Allinge","0000",1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge154","Allinge",2010,"154Allinge","0000",1,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge155","Allinge",2010,"155Allinge","0000",1,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"10Allinge156","Allinge",2010,"156Allinge","0000",1,79.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge157","Allinge",2010,"157Allinge","0000",1,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"10Allinge158","Allinge",2010,"158Allinge","0000",1,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge159","Allinge",2010,"159Allinge","0000",1,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge160","Allinge",2010,"160Allinge","0000",1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge161","Allinge",2010,"161Allinge","0000",1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge162","Allinge",2010,"162Allinge","0000",1,29.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge163","Allinge",2010,"163Allinge","0000",1,48.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge164","Allinge",2010,"164Allinge","0000",1,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge165","Allinge",2010,"165Allinge","0000",1,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge166","Allinge",2010,"166Allinge","0000",1,29.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge167","Allinge",2010,"167Allinge","0000",1,49.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge168","Allinge",2010,"168Allinge","0000",1,39.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge169","Allinge",2010,"169Allinge","0000",1,38.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge170","Allinge",2010,"170Allinge","0000",1,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge171","Allinge",2010,"171Allinge","0000",1,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge172","Allinge",2010,"172Allinge","0000",1,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"10Allinge173","Allinge",2010,"173Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10Allinge174","Allinge",2010,"174Allinge","0000",1,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"10Allinge175","Allinge",2010,"175Allinge","0000",1,38.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge176","Allinge",2010,"176Allinge","9990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"10Allinge177","Allinge",2010,"177Allinge","0000",1,64.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge178","Allinge",2010,"178Allinge","9990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"10Allinge179","Allinge",2010,"179Allinge","0000",1,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"10Allinge180","Allinge",2010,"180Allinge","9990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"10Allinge181","Allinge",2010,"181Allinge","9990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"10Allinge182","Allinge",2010,"182Allinge","0000",1,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge183","Allinge",2010,"183Allinge","0000",1,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge184","Allinge",2010,"184Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10Allinge185","Allinge",2010,"185Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10Allinge186","Allinge",2010,"186Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10Allinge187","Allinge",2010,"187Allinge","0000",1,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge188","Allinge",2010,"188Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10Allinge189","Allinge",2010,"189Allinge","0000",1,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge190","Allinge",2010,"190Allinge","0000",1,61.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge191","Allinge",2010,"191Allinge","0000",1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge192","Allinge",2010,"192Allinge","0000",1,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge193","Allinge",2010,"193Allinge","0000",1,60.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge194","Allinge",2010,"194Allinge","0000",1,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge195","Allinge",2010,"195Allinge","0000",1,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge196","Allinge",2010,"196Allinge","0000",1,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"10Allinge197","Allinge",2010,"197Allinge","0000",1,56.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge198","Allinge",2010,"198Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10Allinge199","Allinge",2010,"199Allinge","0000",1,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge200","Allinge",2010,"200Allinge","0000",1,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge201","Allinge",2010,"201Allinge","0000",1,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"10Allinge202","Allinge",2010,"202Allinge","0000",1,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"10Allinge203","Allinge",2010,"203Allinge","0000",1,37.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge204","Allinge",2010,"204Allinge","0000",1,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge205","Allinge",2010,"205Allinge","0000",1,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge206","Allinge",2010,"206Allinge","0000",1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge207","Allinge",2010,"207Allinge","0000",1,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge208","Allinge",2010,"208Allinge","0000",1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge209","Allinge",2010,"209Allinge","0000",1,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge210","Allinge",2010,"210Allinge","0000",1,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge211","Allinge",2010,"211Allinge","0000",1,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge212","Allinge",2010,"212Allinge","0000",1,53.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge213","Allinge",2010,"213Allinge","0000",1,41.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge214","Allinge",2010,"214Allinge","0000",1,50.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge215","Allinge",2010,"215Allinge","0000",1,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge216","Allinge",2010,"216Allinge","0000",1,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge217","Allinge",2010,"217Allinge","0000",1,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge218","Allinge",2010,"218Allinge","0000",1,42.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge219","Allinge",2010,"219Allinge","9990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge220","Allinge",2010,"220Allinge","0000",1,48.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge221","Allinge",2010,"221Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10Allinge222","Allinge",2010,"222Allinge","0000",1,45.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge223","Allinge",2010,"223Allinge","0000",1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge224","Allinge",2010,"224Allinge","0000",1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge225","Allinge",2010,"225Allinge","0000",1,70.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge226","Allinge",2010,"226Allinge","0000",1,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge227","Allinge",2010,"227Allinge","0000",1,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge228","Allinge",2010,"228Allinge","0000",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge229","Allinge",2010,"229Allinge","9990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge230","Allinge",2010,"230Allinge","0000",1,43.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge231","Allinge",2010,"231Allinge","9990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge232","Allinge",2010,"232Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"10Allinge233","Allinge",2010,"233Allinge","0000",1,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge234","Allinge",2010,"234Allinge","9990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge235","Allinge",2010,"235Allinge","0000",1,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge236","Allinge",2010,"236Allinge","0000",1,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge237","Allinge",2010,"237Allinge","0000",1,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge238","Allinge",2010,"238Allinge","0000",1,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge239","Allinge",2010,"239Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10Allinge240","Allinge",2010,"240Allinge","9990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"10Allinge241","Allinge",2010,"241Allinge","0000",1,45.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge242","Allinge",2010,"242Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10Allinge243","Allinge",2010,"243Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10Allinge244","Allinge",2010,"244Allinge","0000",1,45.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge245","Allinge",2010,"245Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10Allinge246","Allinge",2010,"246Allinge","0000",1,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"10Allinge247","Allinge",2010,"247Allinge","0000",1,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge248","Allinge",2010,"248Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10Allinge249","Allinge",2010,"249Allinge","0000",1,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge250","Allinge",2010,"250Allinge","0000",1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge251","Allinge",2010,"251Allinge","0000",1,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge252","Allinge",2010,"252Allinge","0000",1,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge253","Allinge",2010,"253Allinge","0000",1,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge254","Allinge",2010,"254Allinge","0000",1,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge255","Allinge",2010,"255Allinge","0000",1,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge256","Allinge",2010,"256Allinge","9990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge257","Allinge",2010,"257Allinge","0000",1,42.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge258","Allinge",2010,"258Allinge","0000",1,39.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge259","Allinge",2010,"259Allinge","0000",1,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge260","Allinge",2010,"260Allinge","0000",1,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge261","Allinge",2010,"261Allinge","0000",1,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge262","Allinge",2010,"262Allinge","0000",1,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge263","Allinge",2010,"263Allinge","0000",1,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge264","Allinge",2010,"264Allinge","0000",1,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge265","Allinge",2010,"265Allinge","0000",1,36.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge266","Allinge",2010,"266Allinge","0000",1,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge267","Allinge",2010,"267Allinge","0000",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge268","Allinge",2010,"268Allinge","0000",1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge269","Allinge",2010,"269Allinge","0000",1,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge270","Allinge",2010,"270Allinge","0000",1,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge271","Allinge",2010,"271Allinge","0000",1,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge272","Allinge",2010,"272Allinge","0000",1,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge273","Allinge",2010,"273Allinge","0000",1,70.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge274","Allinge",2010,"274Allinge","0000",1,69.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge275","Allinge",2010,"275Allinge","0000",1,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge276","Allinge",2010,"276Allinge","0000",1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge277","Allinge",2010,"277Allinge","0000",1,44.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge278","Allinge",2010,"278Allinge","0000",1,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge279","Allinge",2010,"279Allinge","0000",1,45.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge280","Allinge",2010,"280Allinge","0000",1,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge281","Allinge",2010,"281Allinge","9990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge282","Allinge",2010,"282Allinge","0000",1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge283","Allinge",2010,"283Allinge","0000",1,53.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10Allinge284","Allinge",2010,"284Allinge","0000",1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge285","Allinge",2010,"285Allinge","0000",1,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge286","Allinge",2010,"286Allinge","0000",1,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge287","Allinge",2010,"287Allinge","0000",1,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10Allinge288","Allinge",2010,"288Allinge","0000",1,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge289","Allinge",2010,"289Allinge","0000",1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"10Allinge290","Allinge",2010,"290Allinge","8880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
