"measure_id","plot_id","year","tree_id","code_status","code_diam","dbh","h_tot","crown_h1","crown_h2","crown_h3","crown_h4","crown_r1","crown_r2","crown_r3","crown_r4","stratum"
"01Aillon188","Aillon",2001,"188Aillon","0000",1,68,33.2,NA,NA,NA,NA,NA,NA,NA,NA,1
"01Aillon189","Aillon",2001,"189Aillon","0000",1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"01Aillon190","Aillon",2001,"190Aillon","0000",1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"01Aillon191","Aillon",2001,"191Aillon","0000",1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"01Aillon192","Aillon",2001,"192Aillon","0000",1,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"01Aillon193","Aillon",2001,"193Aillon","0000",1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"01Aillon194","Aillon",2001,"194Aillon","0000",1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"01Aillon195","Aillon",2001,"195Aillon","0000",1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"01Aillon196","Aillon",2001,"196Aillon","0000",1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"01Aillon197","Aillon",2001,"197Aillon","0000",1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"01Aillon198","Aillon",2001,"198Aillon","0000",1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"01Aillon199","Aillon",2001,"199Aillon","0000",1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"01Aillon200","Aillon",2001,"200Aillon","0000",1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"01Aillon201","Aillon",2001,"201Aillon","0000",1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"01Aillon202","Aillon",2001,"202Aillon","0000",1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"01Aillon203","Aillon",2001,"203Aillon","0000",1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"01Aillon204","Aillon",2001,"204Aillon","0000",1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"01Aillon205","Aillon",2001,"205Aillon","0000",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"01Aillon206","Aillon",2001,"206Aillon","0000",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"01Aillon207","Aillon",2001,"207Aillon","0000",1,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"01Aillon208","Aillon",2001,"208Aillon","0000",1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"01Aillon209","Aillon",2001,"209Aillon","0000",1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"01Aillon210","Aillon",2001,"210Aillon","0000",1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"01Aillon211","Aillon",2001,"211Aillon","0000",1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"01Aillon212","Aillon",2001,"212Aillon","0000",1,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"01Aillon213","Aillon",2001,"213Aillon","0000",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"01Aillon214","Aillon",2001,"214Aillon","0000",1,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"01Aillon215","Aillon",2001,"215Aillon","0000",1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"01Aillon216","Aillon",2001,"216Aillon","0000",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"01Aillon217","Aillon",2001,"217Aillon","0000",1,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"01Aillon218","Aillon",2001,"218Aillon","0000",1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"01Aillon219","Aillon",2001,"219Aillon","0000",1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"01Aillon220","Aillon",2001,"220Aillon","0000",1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"01Aillon221","Aillon",2001,"221Aillon","0000",1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"01Aillon222","Aillon",2001,"222Aillon","0000",1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"01Aillon223","Aillon",2001,"223Aillon","0000",1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"01Aillon224","Aillon",2001,"224Aillon","0000",1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"01Aillon225","Aillon",2001,"225Aillon","0000",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"01Aillon226","Aillon",2001,"226Aillon","0000",1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
